# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($1.5 \leq |y| < 2.0$), $R = 0.6$
DrawOnly=/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d04-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d04-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d04-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d04-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d04-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d04-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
6.880000e+02	7.360000e+02	8.275200e-03	8.855078e-04	8.801795e-04
7.360000e+02	7.860000e+02	3.744000e-03	4.322032e-04	4.271272e-04
7.860000e+02	8.380000e+02	1.658100e-03	2.034435e-04	2.074259e-04
8.380000e+02	8.940000e+02	6.909000e-04	8.915718e-05	9.653280e-05
8.940000e+02	9.520000e+02	2.583000e-04	3.553004e-05	4.088399e-05
9.520000e+02	1.012000e+03	1.100000e-04	1.691203e-05	1.994718e-05
1.012000e+03	1.076000e+03	3.580000e-05	6.942823e-06	7.886709e-06
1.076000e+03	1.310000e+03	3.040000e-06	1.084685e-06	1.055172e-06
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d04-x01-y01
LineColor=red
LineStyle=solid
Path=//host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d04-x01-y01
ScaledBy=9.69292990000000032e+02
Title=flat
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.610629e+04	1.298837e+03	1.298837e+03
8.500000e+01	1.000000e+02	1.337624e+04	9.297132e+02	9.297132e+02
1.000000e+02	1.160000e+02	5.209950e+03	5.618034e+02	5.618034e+02
1.160000e+02	1.340000e+02	3.123277e+03	4.101064e+02	4.101064e+02
1.340000e+02	1.520000e+02	1.400090e+03	2.745802e+02	2.745802e+02
1.520000e+02	1.720000e+02	5.815760e+02	1.678865e+02	1.678865e+02
1.720000e+02	1.940000e+02	2.643526e+02	1.079215e+02	1.079215e+02
1.940000e+02	2.160000e+02	1.321763e+02	7.631204e+01	7.631204e+01
2.160000e+02	2.400000e+02	4.038721e+01	4.038721e+01	4.038721e+01
2.400000e+02	2.640000e+02	8.077442e+01	5.711614e+01	5.711614e+01
2.640000e+02	2.900000e+02	3.728050e+01	3.728050e+01	3.728050e+01
2.900000e+02	3.180000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.180000e+02	3.460000e+02	3.461761e+01	3.461761e+01	3.461761e+01
3.460000e+02	3.760000e+02	0.000000e+00	0.000000e+00	0.000000e+00
3.760000e+02	4.080000e+02	3.029041e+01	3.029041e+01	3.029041e+01
4.080000e+02	4.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.420000e+02	4.780000e+02	0.000000e+00	0.000000e+00	0.000000e+00
4.780000e+02	5.160000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.160000e+02	5.560000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.560000e+02	5.980000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.980000e+02	6.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.420000e+02	6.880000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.880000e+02	7.360000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.360000e+02	7.860000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.860000e+02	8.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.380000e+02	8.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.940000e+02	9.520000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.520000e+02	1.012000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.012000e+03	1.076000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.076000e+03	1.310000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d04-x01-y01
LineColor=blue
LineStyle=solid
Path=//host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d04-x01-y01
ScaledBy=6.58718750237914264e+03
Title=bias
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	2.698795e+04	1.939523e+03	1.939523e+03
8.500000e+01	1.000000e+02	1.542071e+04	1.326953e+03	1.326953e+03
1.000000e+02	1.160000e+02	5.558829e+03	5.774304e+02	5.774304e+02
1.160000e+02	1.340000e+02	2.425823e+03	2.068953e+02	2.068953e+02
1.340000e+02	1.520000e+02	1.012686e+03	1.028301e+02	1.028301e+02
1.520000e+02	1.720000e+02	6.508115e+02	6.176297e+01	6.176297e+01
1.720000e+02	1.940000e+02	2.784533e+02	2.972912e+01	2.972912e+01
1.940000e+02	2.160000e+02	1.690050e+02	2.148986e+01	2.148986e+01
2.160000e+02	2.400000e+02	7.589487e+01	9.745146e+00	9.745146e+00
2.400000e+02	2.640000e+02	3.679464e+01	5.515411e+00	5.515411e+00
2.640000e+02	2.900000e+02	2.317440e+01	3.281718e+00	3.281718e+00
2.900000e+02	3.180000e+02	1.605238e+01	2.383665e+00	2.383665e+00
3.180000e+02	3.460000e+02	6.653525e+00	9.835342e-01	9.835342e-01
3.460000e+02	3.760000e+02	2.692835e+00	5.107158e-01	5.107158e-01
3.760000e+02	4.080000e+02	2.308096e+00	4.383728e-01	4.383728e-01
4.080000e+02	4.420000e+02	1.130595e+00	2.674438e-01	2.674438e-01
4.420000e+02	4.780000e+02	4.379008e-01	1.200066e-01	1.200066e-01
4.780000e+02	5.160000e+02	3.251408e-01	8.385463e-02	8.385463e-02
5.160000e+02	5.560000e+02	1.725645e-01	5.191036e-02	5.191036e-02
5.560000e+02	5.980000e+02	6.209476e-02	2.577628e-02	2.577628e-02
5.980000e+02	6.420000e+02	4.784598e-02	2.332032e-02	2.332032e-02
6.420000e+02	6.880000e+02	3.081200e-02	1.465747e-02	1.465747e-02
6.880000e+02	7.360000e+02	3.087704e-02	1.385079e-02	1.385079e-02
7.360000e+02	7.860000e+02	2.542394e-03	2.542394e-03	2.542394e-03
7.860000e+02	8.380000e+02	1.695504e-03	1.695505e-03	1.695505e-03
8.380000e+02	8.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.940000e+02	9.520000e+02	8.265669e-04	8.265669e-04	8.265669e-04
9.520000e+02	1.012000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.012000e+03	1.076000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.076000e+03	1.310000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D

