# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($0.5 \leq |y| < 1.0$), $R = 0.6$
DrawOnly=/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d02-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d02-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d02-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d02-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d02-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d02-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
2.900000e+02	3.180000e+02	2.206535e+01	2.537131e+00	2.537131e+00
3.180000e+02	3.460000e+02	1.509781e+01	2.098531e+00	2.098531e+00
3.460000e+02	3.760000e+02	6.942460e+00	9.394093e-01	9.394093e-01
3.760000e+02	4.080000e+02	5.346134e+00	1.060941e+00	1.060941e+00
4.080000e+02	4.420000e+02	3.514562e+00	4.520893e-01	4.520893e-01
4.420000e+02	4.780000e+02	2.046333e+00	3.253499e-01	3.253499e-01
4.780000e+02	5.160000e+02	1.222161e+00	1.737729e-01	1.737729e-01
5.160000e+02	5.560000e+02	7.074720e-01	1.549326e-01	1.549326e-01
5.560000e+02	5.980000e+02	4.867633e-01	8.313524e-02	8.313524e-02
5.980000e+02	6.420000e+02	2.393491e-01	4.482797e-02	4.482797e-02
6.420000e+02	6.880000e+02	1.400608e-01	2.753383e-02	2.753383e-02
6.880000e+02	7.360000e+02	6.881279e-02	1.696267e-02	1.696267e-02
7.360000e+02	7.860000e+02	4.824664e-02	1.217670e-02	1.217670e-02
7.860000e+02	8.380000e+02	3.159287e-02	9.495596e-03	9.495596e-03
8.380000e+02	8.940000e+02	1.875152e-02	7.823181e-03	7.823181e-03
8.940000e+02	9.520000e+02	9.532753e-03	3.262068e-03	3.262068e-03
9.520000e+02	1.012000e+03	1.124560e-02	3.518533e-03	3.518533e-03
1.012000e+03	1.076000e+03	6.958006e-03	2.054394e-03	2.054394e-03
1.076000e+03	1.162000e+03	1.724003e-03	7.225168e-04	7.225168e-04
1.162000e+03	1.310000e+03	8.724155e-04	6.271151e-04	6.271151e-04
1.310000e+03	1.530000e+03	2.456237e-04	1.324362e-04	1.324362e-04
1.530000e+03	2.500000e+03	2.111576e-05	1.289877e-05	1.289877e-05
# END HISTO1D

