# BEGIN PLOT
Legend=1
LogY=1
XLabel=$p_\mathrm{T}$ [GeV]
YLabel=$\mathrm{d}^2\sigma / \mathrm{d}p_\mathrm{T}\mathrm{d}y$ [pb/GeV]
LogX=1
Title=Inclusive jet cross section ($0.5 \leq |y| < 1.0$), $R = 0.4$
DrawOnly=/ATLAS_2017_I1604271/d08-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d08-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d08-x01-y01
LegendOnly=/ATLAS_2017_I1604271/d08-x01-y01 //host/pp8TeV-flat.yoda/ATLAS_2017_I1604271/d08-x01-y01 //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d08-x01-y01
RatioPlot=1
RatioPlotReference=/ATLAS_2017_I1604271/d08-x01-y01
# END PLOT

# BEGIN HISTO1D /ATLAS_2017_I1604271/d08-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ATLAS_2017_I1604271/d08-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
5.560000e+02	5.980000e+02	0.000000e+00	0.000000e+00	0.000000e+00
5.980000e+02	6.420000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.420000e+02	6.880000e+02	0.000000e+00	0.000000e+00	0.000000e+00
6.880000e+02	7.360000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.360000e+02	7.860000e+02	0.000000e+00	0.000000e+00	0.000000e+00
7.860000e+02	8.380000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.380000e+02	8.940000e+02	0.000000e+00	0.000000e+00	0.000000e+00
8.940000e+02	9.520000e+02	0.000000e+00	0.000000e+00	0.000000e+00
9.520000e+02	1.012000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.012000e+03	1.076000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.076000e+03	1.162000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.162000e+03	1.310000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.310000e+03	1.530000e+03	0.000000e+00	0.000000e+00	0.000000e+00
1.530000e+03	2.500000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d08-x01-y01
LineColor=blue
LineStyle=solid
Path=//host/pp8TeV-bias.yoda/ATLAS_2017_I1604271/d08-x01-y01
ScaledBy=6.58718750237914264e+03
Title=bias
# xlow	 xhigh	 val	 errminus	 errplus
7.000000e+01	8.500000e+01	3.002752e+04	1.997942e+03	1.997942e+03
8.500000e+01	1.000000e+02	1.371334e+04	1.104496e+03	1.104496e+03
1.000000e+02	1.160000e+02	5.470445e+03	4.073234e+02	4.073234e+02
1.160000e+02	1.340000e+02	3.041656e+03	2.387483e+02	2.387483e+02
1.340000e+02	1.520000e+02	1.371699e+03	1.318787e+02	1.318787e+02
1.520000e+02	1.720000e+02	7.792615e+02	8.018181e+01	8.018181e+01
1.720000e+02	1.940000e+02	3.872866e+02	3.760179e+01	3.760179e+01
1.940000e+02	2.160000e+02	2.108142e+02	2.207137e+01	2.207137e+01
2.160000e+02	2.400000e+02	9.718383e+01	9.866671e+00	9.866671e+00
2.400000e+02	2.640000e+02	5.988629e+01	6.280420e+00	6.280420e+00
2.640000e+02	2.900000e+02	3.768843e+01	4.007751e+00	4.007751e+00
2.900000e+02	3.180000e+02	1.985891e+01	2.355248e+00	2.355248e+00
3.180000e+02	3.460000e+02	1.160819e+01	1.777933e+00	1.777933e+00
3.460000e+02	3.760000e+02	6.800480e+00	1.103586e+00	1.103586e+00
3.760000e+02	4.080000e+02	4.764475e+00	8.184128e-01	8.184128e-01
4.080000e+02	4.420000e+02	2.393486e+00	3.516081e-01	3.516081e-01
4.420000e+02	4.780000e+02	1.650824e+00	2.921047e-01	2.921047e-01
4.780000e+02	5.160000e+02	1.383702e+00	1.914697e-01	1.914697e-01
5.160000e+02	5.560000e+02	5.532043e-01	1.360133e-01	1.360133e-01
5.560000e+02	5.980000e+02	3.239857e-01	5.888638e-02	5.888638e-02
5.980000e+02	6.420000e+02	1.713836e-01	3.673418e-02	3.673418e-02
6.420000e+02	6.880000e+02	1.249103e-01	2.552802e-02	2.552802e-02
6.880000e+02	7.360000e+02	5.534883e-02	1.345876e-02	1.345876e-02
7.360000e+02	7.860000e+02	3.938498e-02	1.011390e-02	1.011390e-02
7.860000e+02	8.380000e+02	1.939592e-02	7.263874e-03	7.263874e-03
8.380000e+02	8.940000e+02	2.046296e-02	7.908267e-03	7.908267e-03
8.940000e+02	9.520000e+02	9.895226e-03	3.234725e-03	3.234725e-03
9.520000e+02	1.012000e+03	9.274150e-03	3.270716e-03	3.270716e-03
1.012000e+03	1.076000e+03	5.460814e-03	1.737912e-03	1.737912e-03
1.076000e+03	1.162000e+03	1.439195e-03	6.640140e-04	6.640140e-04
1.162000e+03	1.310000e+03	8.724155e-04	6.271151e-04	6.271151e-04
1.310000e+03	1.530000e+03	2.456237e-04	1.324362e-04	1.324362e-04
1.530000e+03	2.500000e+03	2.111576e-05	1.289877e-05	1.289877e-05
# END HISTO1D

